,Accion,Cotizacion,Tipo_opcion,Target,Vencimiento,Opcion_cotizacion,volatilidad
711,CEPU,68.2,Call,88.00,21/01/2022,0.0,0.5959
712,CEPU,68.2,Put,88.00,21/01/2022,0.0,0.5959
713,CEPU,68.2,Put,92.00,21/01/2022,0.0,0.5959
714,CEPU,68.2,Call,92.00,21/01/2022,0.0,0.5959
715,CEPU,68.2,Put,96.00,21/01/2022,0.0,0.5959
716,CEPU,68.2,Call,96.00,21/01/2022,0.0,0.5959
717,CEPU,68.2,Call,100.00,21/01/2022,0.0,0.5959
718,CEPU,68.2,Put,100.00,21/01/2022,0.0,0.5959
719,CEPU,68.2,Call,104.00,21/01/2022,0.0,0.5959
720,CEPU,68.2,Put,104.00,21/01/2022,0.0,0.5959
721,CEPU,68.2,Put,44.00,18/02/2022,0.0,0.5959
722,CEPU,68.2,Call,44.00,18/02/2022,0.0,0.5959
723,CEPU,68.2,Call,48.00,18/02/2022,0.0,0.5959
724,CEPU,68.2,Put,48.00,18/02/2022,0.0,0.5959
725,CEPU,68.2,Call,50.00,18/02/2022,0.0,0.5959
726,CEPU,68.2,Put,50.00,18/02/2022,0.0,0.5959
727,CEPU,68.2,Put,62.00,18/02/2022,0.0,0.5959
728,CEPU,68.2,Call,62.00,18/02/2022,0.0,0.5959
729,CEPU,68.2,Put,64.00,18/02/2022,0.0,0.5959
730,CEPU,68.2,Call,64.00,18/02/2022,0.0,0.5959
731,CEPU,68.2,Call,66.00,18/02/2022,0.0,0.5959
732,CEPU,68.2,Put,66.00,18/02/2022,0.0,0.5959
733,CEPU,68.2,Put,68.00,18/02/2022,0.0,0.5959
734,CEPU,68.2,Call,68.00,18/02/2022,0.0,0.5959
735,CEPU,68.2,Put,72.00,18/02/2022,0.0,0.5959
736,CEPU,68.2,Call,72.00,18/02/2022,0.0,0.5959
737,CEPU,68.2,Call,76.00,18/02/2022,0.0,0.5959
738,CEPU,68.2,Put,76.00,18/02/2022,0.0,0.5959
739,CEPU,68.2,Call,80.00,18/02/2022,0.0,0.5959
740,CEPU,68.2,Put,80.00,18/02/2022,0.0,0.5959
741,CEPU,68.2,Put,84.00,18/02/2022,0.0,0.5959
742,CEPU,68.2,Call,84.00,18/02/2022,0.0,0.5959
743,CEPU,68.2,Call,88.00,18/02/2022,0.0,0.5959
744,CEPU,68.2,Put,88.00,18/02/2022,0.0,0.5959
745,CEPU,68.2,Put,92.00,18/02/2022,0.0,0.5959
746,CEPU,68.2,Call,92.00,18/02/2022,0.0,0.5959
747,CEPU,68.2,Put,96.00,18/02/2022,0.0,0.5959
748,CEPU,68.2,Call,96.00,18/02/2022,0.0,0.5959
749,CEPU,68.2,Call,100.00,18/02/2022,0.0,0.5959
750,CEPU,68.2,Put,100.00,18/02/2022,0.0,0.5959
751,CEPU,68.2,Call,104.00,18/02/2022,0.0,0.5959
752,CEPU,68.2,Put,104.00,18/02/2022,0.0,0.5959
753,CEPU,68.2,Call,44.00,15/04/2022,0.0,0.5959
754,CEPU,68.2,Put,44.00,15/04/2022,0.0,0.5959
755,CEPU,68.2,Call,46.00,15/04/2022,0.0,0.5959
756,CEPU,68.2,Put,46.00,15/04/2022,0.0,0.5959
757,CEPU,68.2,Call,48.00,15/04/2022,0.0,0.5959
758,CEPU,68.2,Put,48.00,15/04/2022,0.0,0.5959
759,CEPU,68.2,Call,50.00,15/04/2022,0.0,0.5959
760,CEPU,68.2,Put,50.00,15/04/2022,0.0,0.5959
761,CEPU,68.2,Put,62.00,15/04/2022,0.0,0.5959
762,CEPU,68.2,Call,62.00,15/04/2022,0.0,0.5959
763,CEPU,68.2,Put,64.00,15/04/2022,0.0,0.5959
764,CEPU,68.2,Call,64.00,15/04/2022,0.0,0.5959
765,CEPU,68.2,Call,66.00,15/04/2022,0.0,0.5959
766,CEPU,68.2,Put,66.00,15/04/2022,0.0,0.5959
767,CEPU,68.2,Put,68.00,15/04/2022,0.0,0.5959
768,CEPU,68.2,Call,68.00,15/04/2022,0.0,0.5959
769,CEPU,68.2,Put,72.00,15/04/2022,0.0,0.5959
770,CEPU,68.2,Call,72.00,15/04/2022,0.0,0.5959
771,CEPU,68.2,Call,76.00,15/04/2022,0.0,0.5959
772,CEPU,68.2,Put,76.00,15/04/2022,0.0,0.5959
773,CEPU,68.2,Put,80.00,15/04/2022,0.0,0.5959
774,CEPU,68.2,Call,80.00,15/04/2022,0.0,0.5959
775,CEPU,68.2,Call,84.00,15/04/2022,0.0,0.5959
776,CEPU,68.2,Put,84.00,15/04/2022,0.0,0.5959
777,CEPU,68.2,Put,88.00,15/04/2022,0.0,0.5959
778,CEPU,68.2,Call,88.00,15/04/2022,0.0,0.5959
779,CEPU,68.2,Put,92.00,15/04/2022,0.0,0.5959
780,CEPU,68.2,Call,92.00,15/04/2022,0.0,0.5959
781,CEPU,68.2,Put,96.00,15/04/2022,0.0,0.5959
782,CEPU,68.2,Call,96.00,15/04/2022,0.0,0.5959
783,CEPU,68.2,Call,100.00,15/04/2022,0.0,0.5959
784,CEPU,68.2,Put,100.00,15/04/2022,0.0,0.5959
785,CEPU,68.2,Call,104.00,15/04/2022,0.0,0.5959
786,CEPU,68.2,Put,104.00,15/04/2022,0.0,0.5959
787,COME,5.6,Call,1.19,17/12/2021,4.45,0.3801
788,COME,5.6,Put,1.19,17/12/2021,0.0,0.3801
789,COME,5.6,Call,2.09,17/12/2021,0.0,0.3801
790,COME,5.6,Put,2.09,17/12/2021,0.0,0.3801
791,COME,5.6,Put,2.39,17/12/2021,0.0,0.3801
792,COME,5.6,Call,2.39,17/12/2021,0.0,0.3801
793,COME,5.6,Put,2.89,17/12/2021,0.0,0.3801
794,COME,5.6,Call,2.89,17/12/2021,0.0,0.3801
795,COME,5.6,Call,2.99,17/12/2021,0.0,0.3801
796,COME,5.6,Put,2.99,17/12/2021,0.0,0.3801
797,COME,5.6,Call,3.09,17/12/2021,0.0,0.3801
798,COME,5.6,Put,3.09,17/12/2021,0.0,0.3801
799,COME,5.6,Call,3.19,17/12/2021,0.0,0.3801
800,COME,5.6,Put,3.19,17/12/2021,0.0,0.3801
801,COME,5.6,Put,3.29,17/12/2021,0.0,0.3801
802,COME,5.6,Call,3.29,17/12/2021,0.0,0.3801
803,COME,5.6,Call,3.49,17/12/2021,0.0,0.3801
804,COME,5.6,Put,3.49,17/12/2021,0.0,0.3801
805,COME,5.6,Call,3.69,17/12/2021,0.0,0.3801
806,COME,5.6,Put,3.69,17/12/2021,0.0,0.3801
807,COME,5.6,Call,3.79,17/12/2021,1.916,0.3801
808,COME,5.6,Put,3.79,17/12/2021,0.0,0.3801
809,COME,5.6,Put,3.99,17/12/2021,0.0,0.3801
810,COME,5.6,Call,3.99,17/12/2021,0.0,0.3801
811,COME,5.6,Put,4.09,17/12/2021,0.0,0.3801
812,COME,5.6,Call,4.09,17/12/2021,1.3,0.3801
813,COME,5.6,Put,4.19,17/12/2021,0.0,0.3801
814,COME,5.6,Call,4.19,17/12/2021,1.714,0.3801
815,COME,5.6,Call,4.29,17/12/2021,1.6,0.3801
816,COME,5.6,Put,4.29,17/12/2021,0.0,0.3801
817,COME,5.6,Put,4.39,17/12/2021,0.0,0.3801
818,COME,5.6,Call,4.39,17/12/2021,1.497,0.3801
819,COME,5.6,Call,4.49,17/12/2021,1.4,0.3801
820,COME,5.6,Put,4.49,17/12/2021,0.0,0.3801
821,COME,5.6,Call,4.69,17/12/2021,1.227,0.3801
822,COME,5.6,Put,4.69,17/12/2021,0.002,0.3801
823,COME,5.6,Call,4.89,17/12/2021,0.87,0.3801
824,COME,5.6,Put,4.89,17/12/2021,0.019,0.3801
825,COME,5.6,Put,5.09,17/12/2021,0.027,0.3801
826,COME,5.6,Call,5.09,17/12/2021,0.9,0.3801
827,COME,5.6,Put,5.29,17/12/2021,0.048,0.3801
828,COME,5.6,Call,5.29,17/12/2021,0.78,0.3801
829,COME,5.6,Call,5.49,17/12/2021,0.38,0.3801
830,COME,5.6,Put,5.49,17/12/2021,0.099,0.3801
831,COME,5.6,Put,5.69,17/12/2021,0.15,0.3801
832,COME,5.6,Call,5.69,17/12/2021,0.24,0.3801
833,COME,5.6,Call,5.89,17/12/2021,0.181,0.3801
834,COME,5.6,Put,5.89,17/12/2021,0.29,0.3801
835,COME,5.6,Call,6.09,17/12/2021,0.106,0.3801
836,COME,5.6,Put,6.09,17/12/2021,0.4,0.3801
837,COME,5.6,Call,6.29,17/12/2021,0.069,0.3801
838,COME,5.6,Put,6.29,17/12/2021,0.6,0.3801
839,COME,5.6,Call,6.49,17/12/2021,0.03,0.3801
840,COME,5.6,Put,6.49,17/12/2021,0.6,0.3801
841,COME,5.6,Put,6.69,17/12/2021,0.799,0.3801
842,COME,5.6,Call,6.69,17/12/2021,0.028,0.3801
843,COME,5.6,Put,6.89,17/12/2021,0.0,0.3801
844,COME,5.6,Call,6.89,17/12/2021,0.012,0.3801
845,COME,5.6,Call,7.09,17/12/2021,0.01,0.3801
846,COME,5.6,Put,7.09,17/12/2021,0.0,0.3801
847,COME,5.6,Put,7.29,17/12/2021,0.0,0.3801
848,COME,5.6,Call,7.29,17/12/2021,0.011,0.3801
849,COME,5.6,Put,3.79,21/01/2022,0.0,0.3801
850,COME,5.6,Call,3.79,21/01/2022,0.0,0.3801
851,COME,5.6,Put,3.99,21/01/2022,0.0,0.3801
852,COME,5.6,Call,3.99,21/01/2022,0.0,0.3801
853,COME,5.6,Call,4.09,21/01/2022,0.0,0.3801
854,COME,5.6,Put,4.09,21/01/2022,0.0,0.3801
855,COME,5.6,Put,4.19,21/01/2022,0.0,0.3801
856,COME,5.6,Call,4.19,21/01/2022,0.0,0.3801
857,COME,5.6,Put,4.29,21/01/2022,0.0,0.3801
858,COME,5.6,Call,4.29,21/01/2022,0.0,0.3801
859,COME,5.6,Call,4.39,21/01/2022,0.0,0.3801
860,COME,5.6,Put,4.39,21/01/2022,0.0,0.3801
861,COME,5.6,Put,4.49,21/01/2022,0.0,0.3801
862,COME,5.6,Call,4.49,21/01/2022,0.0,0.3801
863,COME,5.6,Call,4.69,21/01/2022,0.0,0.3801
864,COME,5.6,Put,4.69,21/01/2022,0.0,0.3801
865,COME,5.6,Call,4.89,21/01/2022,0.0,0.3801
866,COME,5.6,Put,4.89,21/01/2022,0.0,0.3801
867,COME,5.6,Call,5.09,21/01/2022,0.0,0.3801
868,COME,5.6,Put,5.09,21/01/2022,0.0,0.3801
869,COME,5.6,Call,5.29,21/01/2022,0.0,0.3801
870,COME,5.6,Put,5.29,21/01/2022,0.0,0.3801
871,COME,5.6,Put,5.49,21/01/2022,0.0,0.3801
872,COME,5.6,Call,5.49,21/01/2022,0.0,0.3801
873,COME,5.6,Put,5.69,21/01/2022,0.0,0.3801
874,COME,5.6,Call,5.69,21/01/2022,0.0,0.3801
875,COME,5.6,Put,5.89,21/01/2022,0.0,0.3801
876,COME,5.6,Call,5.89,21/01/2022,0.0,0.3801
877,COME,5.6,Put,6.09,21/01/2022,0.0,0.3801
878,COME,5.6,Call,6.09,21/01/2022,0.0,0.3801
879,COME,5.6,Put,6.29,21/01/2022,0.0,0.3801
880,COME,5.6,Call,6.29,21/01/2022,0.0,0.3801
881,COME,5.6,Call,6.49,21/01/2022,0.0,0.3801
882,COME,5.6,Put,6.49,21/01/2022,0.0,0.3801
883,COME,5.6,Call,6.69,21/01/2022,0.0,0.3801
884,COME,5.6,Put,6.69,21/01/2022,0.0,0.3801
885,COME,5.6,Put,6.89,21/01/2022,0.0,0.3801
886,COME,5.6,Call,6.89,21/01/2022,0.0,0.3801
887,COME,5.6,Call,7.09,21/01/2022,0.0,0.3801
888,COME,5.6,Put,7.09,21/01/2022,0.0,0.3801
889,COME,5.6,Put,7.29,21/01/2022,0.0,0.3801
890,COME,5.6,Call,7.29,21/01/2022,0.0,0.3801
891,COME,5.6,Put,1.19,18/02/2022,0.0,0.3801
892,COME,5.6,Call,1.19,18/02/2022,4.949,0.3801
893,COME,5.6,Put,2.09,18/02/2022,0.0,0.3801
894,COME,5.6,Call,2.09,18/02/2022,0.0,0.3801
895,COME,5.6,Call,2.39,18/02/2022,0.0,0.3801
896,COME,5.6,Put,2.39,18/02/2022,0.0,0.3801
897,COME,5.6,Put,2.89,18/02/2022,0.0,0.3801
898,COME,5.6,Call,2.89,18/02/2022,0.0,0.3801
899,COME,5.6,Call,2.99,18/02/2022,0.0,0.3801
900,COME,5.6,Put,2.99,18/02/2022,0.0,0.3801
901,COME,5.6,Put,3.09,18/02/2022,0.0,0.3801
902,COME,5.6,Call,3.09,18/02/2022,0.0,0.3801
903,COME,5.6,Put,3.19,18/02/2022,0.0,0.3801
904,COME,5.6,Call,3.19,18/02/2022,0.0,0.3801
905,COME,5.6,Put,3.29,18/02/2022,0.0,0.3801
906,COME,5.6,Call,3.29,18/02/2022,0.0,0.3801
907,COME,5.6,Put,3.39,18/02/2022,0.0,0.3801
908,COME,5.6,Call,3.39,18/02/2022,0.0,0.3801
909,COME,5.6,Put,3.49,18/02/2022,0.0,0.3801
910,COME,5.6,Call,3.49,18/02/2022,0.0,0.3801
911,COME,5.6,Call,3.59,18/02/2022,0.0,0.3801
912,COME,5.6,Put,3.59,18/02/2022,0.0,0.3801
913,COME,5.6,Call,3.69,18/02/2022,0.0,0.3801
914,COME,5.6,Put,3.69,18/02/2022,0.0,0.3801
915,COME,5.6,Put,3.79,18/02/2022,0.0,0.3801
916,COME,5.6,Call,3.79,18/02/2022,0.0,0.3801
917,COME,5.6,Call,3.99,18/02/2022,0.0,0.3801
918,COME,5.6,Put,3.99,18/02/2022,0.0,0.3801
919,COME,5.6,Put,4.09,18/02/2022,0.0,0.3801
920,COME,5.6,Call,4.09,18/02/2022,0.0,0.3801
921,COME,5.6,Put,4.19,18/02/2022,0.0,0.3801
922,COME,5.6,Call,4.19,18/02/2022,0.0,0.3801
923,COME,5.6,Put,4.29,18/02/2022,0.0,0.3801
924,COME,5.6,Call,4.29,18/02/2022,0.0,0.3801
925,COME,5.6,Put,4.39,18/02/2022,0.0,0.3801
926,COME,5.6,Call,4.39,18/02/2022,0.0,0.3801
927,COME,5.6,Put,4.49,18/02/2022,0.0,0.3801
928,COME,5.6,Call,4.49,18/02/2022,0.0,0.3801
929,COME,5.6,Put,4.69,18/02/2022,0.0,0.3801
930,COME,5.6,Call,4.69,18/02/2022,0.0,0.3801
931,COME,5.6,Call,4.89,18/02/2022,1.2,0.3801
932,COME,5.6,Put,4.89,18/02/2022,0.0,0.3801
933,COME,5.6,Put,5.09,18/02/2022,0.048,0.3801
934,COME,5.6,Call,5.09,18/02/2022,0.0,0.3801
935,COME,5.6,Call,5.29,18/02/2022,0.0,0.3801
936,COME,5.6,Put,5.29,18/02/2022,0.0,0.3801
937,COME,5.6,Call,5.49,18/02/2022,0.0,0.3801
938,COME,5.6,Put,5.49,18/02/2022,0.0,0.3801
939,COME,5.6,Put,5.69,18/02/2022,0.0,0.3801
940,COME,5.6,Call,5.69,18/02/2022,0.0,0.3801
941,COME,5.6,Put,5.89,18/02/2022,0.0,0.3801
942,COME,5.6,Call,5.89,18/02/2022,0.0,0.3801
943,COME,5.6,Put,6.09,18/02/2022,0.0,0.3801
944,COME,5.6,Call,6.09,18/02/2022,0.0,0.3801
945,COME,5.6,Put,6.29,18/02/2022,0.0,0.3801
946,COME,5.6,Call,6.29,18/02/2022,0.4,0.3801
947,COME,5.6,Call,6.49,18/02/2022,0.395,0.3801
948,COME,5.6,Put,6.49,18/02/2022,0.0,0.3801
949,COME,5.6,Call,6.69,18/02/2022,0.28,0.3801
950,COME,5.6,Put,6.69,18/02/2022,0.0,0.3801
951,COME,5.6,Put,6.89,18/02/2022,0.0,0.3801
952,COME,5.6,Call,6.89,18/02/2022,0.0,0.3801
953,COME,5.6,Call,7.09,18/02/2022,0.0,0.3801
954,COME,5.6,Put,7.09,18/02/2022,0.0,0.3801
955,COME,5.6,Put,7.29,18/02/2022,0.0,0.3801
956,COME,5.6,Call,7.29,18/02/2022,0.0,0.3801
957,COME,5.6,Call,3.09,15/04/2022,0.0,0.3801
958,COME,5.6,Put,3.09,15/04/2022,0.0,0.3801
959,COME,5.6,Put,3.19,15/04/2022,0.0,0.3801
960,COME,5.6,Call,3.19,15/04/2022,0.0,0.3801
961,COME,5.6,Call,3.29,15/04/2022,0.0,0.3801
962,COME,5.6,Put,3.29,15/04/2022,0.0,0.3801
963,COME,5.6,Call,3.39,15/04/2022,0.0,0.3801
964,COME,5.6,Put,3.39,15/04/2022,0.0,0.3801
965,COME,5.6,Call,3.49,15/04/2022,0.0,0.3801
966,COME,5.6,Put,3.49,15/04/2022,0.0,0.3801
967,COME,5.6,Put,3.59,15/04/2022,0.0,0.3801
968,COME,5.6,Call,3.59,15/04/2022,0.0,0.3801
969,COME,5.6,Call,3.69,15/04/2022,0.0,0.3801
970,COME,5.6,Put,3.69,15/04/2022,0.0,0.3801
971,COME,5.6,Put,3.79,15/04/2022,0.0,0.3801
972,COME,5.6,Call,3.79,15/04/2022,0.0,0.3801
973,COME,5.6,Put,3.99,15/04/2022,0.0,0.3801
974,COME,5.6,Call,3.99,15/04/2022,0.0,0.3801
975,COME,5.6,Put,4.09,15/04/2022,0.0,0.3801
976,COME,5.6,Call,4.09,15/04/2022,0.0,0.3801
977,COME,5.6,Put,4.19,15/04/2022,0.0,0.3801
978,COME,5.6,Call,4.19,15/04/2022,0.0,0.3801
979,COME,5.6,Put,4.29,15/04/2022,0.0,0.3801
980,COME,5.6,Call,4.29,15/04/2022,0.0,0.3801
981,COME,5.6,Call,4.39,15/04/2022,0.0,0.3801
982,COME,5.6,Put,4.39,15/04/2022,0.0,0.3801
983,COME,5.6,Put,4.49,15/04/2022,0.0,0.3801
984,COME,5.6,Call,4.49,15/04/2022,0.0,0.3801
985,COME,5.6,Put,4.69,15/04/2022,0.0,0.3801
986,COME,5.6,Call,4.69,15/04/2022,0.0,0.3801
987,COME,5.6,Put,4.89,15/04/2022,0.0,0.3801
988,COME,5.6,Call,4.89,15/04/2022,0.0,0.3801
989,COME,5.6,Put,5.09,15/04/2022,0.0,0.3801
990,COME,5.6,Call,5.09,15/04/2022,0.0,0.3801
991,COME,5.6,Put,5.29,15/04/2022,0.0,0.3801
992,COME,5.6,Call,5.29,15/04/2022,0.0,0.3801
993,COME,5.6,Put,5.49,15/04/2022,0.0,0.3801
994,COME,5.6,Call,5.49,15/04/2022,0.0,0.3801
995,COME,5.6,Put,5.69,15/04/2022,0.0,0.3801
996,COME,5.6,Call,5.69,15/04/2022,0.0,0.3801
997,COME,5.6,Put,5.89,15/04/2022,0.0,0.3801
998,COME,5.6,Call,5.89,15/04/2022,0.0,0.3801
999,COME,5.6,Put,6.09,15/04/2022,0.0,0.3801
1000,COME,5.6,Call,6.09,15/04/2022,0.0,0.3801
1001,COME,5.6,Call,6.29,15/04/2022,0.0,0.3801
1002,COME,5.6,Put,6.29,15/04/2022,0.0,0.3801
1003,COME,5.6,Call,6.49,15/04/2022,0.0,0.3801
1004,COME,5.6,Put,6.49,15/04/2022,0.0,0.3801
1005,COME,5.6,Call,6.69,15/04/2022,0.0,0.3801
1006,COME,5.6,Put,6.69,15/04/2022,0.0,0.3801
1007,COME,5.6,Call,6.89,15/04/2022,0.0,0.3801
1008,COME,5.6,Put,6.89,15/04/2022,0.0,0.3801
1009,COME,5.6,Call,7.09,15/04/2022,0.0,0.3801
1010,COME,5.6,Put,7.09,15/04/2022,0.0,0.3801
1011,COME,5.6,Put,7.29,15/04/2022,0.0,0.3801
1012,COME,5.6,Call,7.29,15/04/2022,0.0,0.3801
1013,CRES,99.0,Call,74.00,17/12/2021,0.0,0.36340000000000006
1014,CRES,99.0,Put,74.00,17/12/2021,0.0,0.36340000000000006
1015,CRES,99.0,Call,86.00,17/12/2021,32.151,0.36340000000000006
1016,CRES,99.0,Put,86.00,17/12/2021,0.0,0.36340000000000006
1017,CRES,99.0,Put,90.00,17/12/2021,0.0,0.36340000000000006
1018,CRES,99.0,Call,90.00,17/12/2021,25.0,0.36340000000000006
1019,CRES,99.0,Call,94.00,17/12/2021,0.0,0.36340000000000006
1020,CRES,99.0,Put,94.00,17/12/2021,0.0,0.36340000000000006
1021,CRES,99.0,Put,98.00,17/12/2021,0.6,0.36340000000000006
1022,CRES,99.0,Call,98.00,17/12/2021,0.0,0.36340000000000006
1023,CRES,99.0,Call,103.00,17/12/2021,19.2,0.36340000000000006
1024,CRES,99.0,Put,103.00,17/12/2021,1.5,0.36340000000000006
1025,CRES,99.0,Put,108.00,17/12/2021,8.2,0.36340000000000006
1026,CRES,99.0,Call,108.00,17/12/2021,6.0,0.36340000000000006
1027,CRES,99.0,Call,113.00,17/12/2021,1.0,0.36340000000000006
1028,CRES,99.0,Put,113.00,17/12/2021,0.0,0.36340000000000006
1029,CRES,99.0,Put,118.00,17/12/2021,0.0,0.36340000000000006
1030,CRES,99.0,Call,118.00,17/12/2021,3.989,0.36340000000000006
1031,CRES,99.0,Put,123.00,17/12/2021,0.0,0.36340000000000006
1032,CRES,99.0,Call,123.00,17/12/2021,2.8,0.36340000000000006
1033,CRES,99.0,Put,128.00,17/12/2021,0.0,0.36340000000000006
1034,CRES,99.0,Call,128.00,17/12/2021,5.307,0.36340000000000006
1035,CRES,99.0,Put,133.00,17/12/2021,0.0,0.36340000000000006
1036,CRES,99.0,Call,133.00,17/12/2021,0.0,0.36340000000000006
1037,CRES,99.0,Put,138.00,17/12/2021,0.0,0.36340000000000006
1038,CRES,99.0,Call,138.00,17/12/2021,0.0,0.36340000000000006
1039,CRES,99.0,Call,86.00,21/01/2022,0.0,0.36340000000000006
1040,CRES,99.0,Put,86.00,21/01/2022,0.0,0.36340000000000006
1041,CRES,99.0,Call,90.00,21/01/2022,0.0,0.36340000000000006
1042,CRES,99.0,Put,90.00,21/01/2022,0.0,0.36340000000000006
1043,CRES,99.0,Put,94.00,21/01/2022,0.0,0.36340000000000006
1044,CRES,99.0,Call,94.00,21/01/2022,0.0,0.36340000000000006
1045,CRES,99.0,Call,98.00,21/01/2022,0.0,0.36340000000000006
1046,CRES,99.0,Put,98.00,21/01/2022,0.0,0.36340000000000006
1047,CRES,99.0,Call,103.00,21/01/2022,0.0,0.36340000000000006
1048,CRES,99.0,Put,103.00,21/01/2022,0.0,0.36340000000000006
1049,CRES,99.0,Put,108.00,21/01/2022,0.0,0.36340000000000006
1050,CRES,99.0,Call,108.00,21/01/2022,0.0,0.36340000000000006
1051,CRES,99.0,Call,113.00,21/01/2022,0.0,0.36340000000000006
1052,CRES,99.0,Put,113.00,21/01/2022,0.0,0.36340000000000006
1053,CRES,99.0,Put,118.00,21/01/2022,0.0,0.36340000000000006
1054,CRES,99.0,Call,118.00,21/01/2022,0.0,0.36340000000000006
1055,CRES,99.0,Call,123.00,21/01/2022,0.0,0.36340000000000006
1056,CRES,99.0,Put,123.00,21/01/2022,0.0,0.36340000000000006
1057,CRES,99.0,Put,128.00,21/01/2022,0.0,0.36340000000000006
1058,CRES,99.0,Call,128.00,21/01/2022,0.0,0.36340000000000006
1059,CRES,99.0,Put,133.00,21/01/2022,0.0,0.36340000000000006
1060,CRES,99.0,Call,133.00,21/01/2022,0.0,0.36340000000000006
1061,CRES,99.0,Call,138.00,21/01/2022,0.0,0.36340000000000006
1062,CRES,99.0,Put,138.00,21/01/2022,0.0,0.36340000000000006
1063,CRES,99.0,Put,74.00,18/02/2022,0.35,0.36340000000000006
1064,CRES,99.0,Call,74.00,18/02/2022,23.9,0.36340000000000006
1065,CRES,99.0,Call,86.00,18/02/2022,0.0,0.36340000000000006
1066,CRES,99.0,Put,86.00,18/02/2022,0.0,0.36340000000000006
1067,CRES,99.0,Call,90.00,18/02/2022,0.0,0.36340000000000006
1068,CRES,99.0,Put,90.00,18/02/2022,0.0,0.36340000000000006
1069,CRES,99.0,Put,94.00,18/02/2022,2.0,0.36340000000000006
1070,CRES,99.0,Call,94.00,18/02/2022,0.0,0.36340000000000006
1071,CRES,99.0,Call,98.00,18/02/2022,0.0,0.36340000000000006
1072,CRES,99.0,Put,98.00,18/02/2022,0.0,0.36340000000000006
1073,CRES,99.0,Put,103.00,18/02/2022,0.0,0.36340000000000006
1074,CRES,99.0,Call,103.00,18/02/2022,0.0,0.36340000000000006
1075,CRES,99.0,Call,108.00,18/02/2022,0.0,0.36340000000000006
1076,CRES,99.0,Put,108.00,18/02/2022,5.3,0.36340000000000006
1077,CRES,99.0,Call,113.00,18/02/2022,0.0,0.36340000000000006
1078,CRES,99.0,Put,113.00,18/02/2022,0.0,0.36340000000000006
1079,CRES,99.0,Put,118.00,18/02/2022,0.0,0.36340000000000006
1080,CRES,99.0,Call,118.00,18/02/2022,10.0,0.36340000000000006
1081,CRES,99.0,Call,123.00,18/02/2022,12.5,0.36340000000000006
1082,CRES,99.0,Put,123.00,18/02/2022,0.0,0.36340000000000006
1083,CRES,99.0,Put,128.00,18/02/2022,0.0,0.36340000000000006
1084,CRES,99.0,Call,128.00,18/02/2022,0.0,0.36340000000000006
1085,CRES,99.0,Call,133.00,18/02/2022,0.0,0.36340000000000006
1086,CRES,99.0,Put,133.00,18/02/2022,0.0,0.36340000000000006
1087,CRES,99.0,Put,138.00,18/02/2022,0.0,0.36340000000000006
1088,CRES,99.0,Call,138.00,18/02/2022,0.0,0.36340000000000006
1089,CRES,99.0,Call,86.00,15/04/2022,0.0,0.36340000000000006
1090,CRES,99.0,Put,86.00,15/04/2022,0.0,0.36340000000000006
1091,CRES,99.0,Call,90.00,15/04/2022,0.0,0.36340000000000006
1092,CRES,99.0,Put,90.00,15/04/2022,0.0,0.36340000000000006
1093,CRES,99.0,Put,94.00,15/04/2022,0.0,0.36340000000000006
1094,CRES,99.0,Call,94.00,15/04/2022,0.0,0.36340000000000006
1095,CRES,99.0,Call,98.00,15/04/2022,0.0,0.36340000000000006
1096,CRES,99.0,Put,98.00,15/04/2022,0.0,0.36340000000000006
1097,CRES,99.0,Put,103.00,15/04/2022,0.0,0.36340000000000006
1098,CRES,99.0,Call,103.00,15/04/2022,0.0,0.36340000000000006
1099,CRES,99.0,Put,108.00,15/04/2022,0.0,0.36340000000000006
1100,CRES,99.0,Call,108.00,15/04/2022,0.0,0.36340000000000006
1101,CRES,99.0,Put,113.00,15/04/2022,0.0,0.36340000000000006
1102,CRES,99.0,Call,113.00,15/04/2022,0.0,0.36340000000000006
1103,CRES,99.0,Put,118.00,15/04/2022,0.0,0.36340000000000006
1104,CRES,99.0,Call,118.00,15/04/2022,0.0,0.36340000000000006
1105,CRES,99.0,Put,123.00,15/04/2022,0.0,0.36340000000000006
1106,CRES,99.0,Call,123.00,15/04/2022,0.0,0.36340000000000006
1107,CRES,99.0,Call,128.00,15/04/2022,0.0,0.36340000000000006
1108,CRES,99.0,Put,128.00,15/04/2022,0.0,0.36340000000000006
1109,CRES,99.0,Call,133.00,15/04/2022,0.0,0.36340000000000006
1110,CRES,99.0,Put,133.00,15/04/2022,0.0,0.36340000000000006
1111,CRES,99.0,Put,138.00,15/04/2022,0.0,0.36340000000000006
1112,CRES,99.0,Call,138.00,15/04/2022,0.0,0.36340000000000006
1113,CTIO,202.0,Call,120.00,17/12/2021,0.0,
1114,CTIO,202.0,Call,130.00,17/12/2021,0.0,
1115,CTIO,202.0,Call,140.00,17/12/2021,0.0,
1116,CTIO,202.0,Call,150.00,17/12/2021,0.0,
1117,CTIO,202.0,Call,160.00,17/12/2021,0.0,
1118,CTIO,202.0,Call,170.00,17/12/2021,0.0,
1119,CTIO,202.0,Call,120.00,21/01/2022,0.0,
1120,CTIO,202.0,Call,130.00,21/01/2022,0.0,
1121,CTIO,202.0,Call,140.00,21/01/2022,0.0,
1122,CTIO,202.0,Call,150.00,21/01/2022,0.0,
